person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter
26,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.92,0,0.16,N,3,0.0111,0.16,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0
23,75000,OWN,5.0,VENTURE,A,10000,6.92,0,0.1333,N,2,0.0092,0.1333,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,75000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,10.74,0,0.1333,N,4,0.0143,0.1333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,67000,RENT,9.0,MEDICAL,C,10000,13.92,0,0.1493,N,3,0.0208,0.1493,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
25,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,15000,14.54,1,0.2174,Y,3,0.0316,0.2174,50-75k,18-25,Stable(7y+),Building(2-5y),1,0,0,0
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,6.92,0,0.16,N,4,0.0111,0.16,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,6.92,0,0.16,N,4,0.0111,0.16,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,3000,11.11,0,0.04,N,3,0.0044,0.04,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,75000,MORTGAGE,6.0,EDUCATION,A,10600,5.79,0,0.1413,N,2,0.0082,0.1413,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,67000,RENT,0.0,MEDICAL,B,10000,9.64,0,0.1493,N,4,0.0144,0.1493,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.0933,N,4,0.0071,0.0933,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
21,75000,MORTGAGE,5.0,EDUCATION,A,5400,7.29,0,0.072,N,3,0.0052,0.072,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0,0.1479,Y,2,0.0237,0.1479,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,1
24,68000,RENT,0.0,VENTURE,A,10000,6.99,0,0.1471,N,3,0.0103,0.1471,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,68000,RENT,3.0,PERSONAL,D,10000,16.02,0,0.1471,Y,2,0.0236,0.1471,50-75k,18-25,Early(1-3y),New(<=2y),1,0,0,1
25,75000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.29,0,0.16,N,3,0.0117,0.16,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,3.0,VENTURE,F,25000,19.74,0,0.3333,N,4,0.0658,0.3333,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,75000,MORTGAGE,3.0,EDUCATION,A,9000,5.79,0,0.12,N,2,0.0069,0.12,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,0
25,68000,RENT,1.0,DEBTCONSOLIDATION,C,10000,14.26,0,0.1471,N,4,0.021,0.1471,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
26,68000,RENT,3.0,EDUCATION,D,10000,15.05,0,0.1471,N,4,0.0221,0.1471,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
21,68400,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.1462,N,4,0.0162,0.1462,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,75000,MORTGAGE,3.0,VENTURE,C,10200,12.68,0,0.136,Y,2,0.0172,0.136,50-75k,18-25,Early(1-3y),New(<=2y),1,0,0,0
22,62496,RENT,6.0,PERSONAL,B,10000,11.89,1,0.16,N,3,0.019,0.16,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,68750,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.1455,N,4,0.009,0.1455,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,63000,RENT,1.0,VENTURE,E,10000,16.4,1,0.1587,Y,2,0.026,0.1587,50-75k,26-35,Unstable(<1y),New(<=2y),1,0,0,1
25,75000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0,0.08,N,2,0.0055,0.08,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,0
24,69600,RENT,2.0,PERSONAL,A,10000,8.38,0,0.1437,N,2,0.012,0.1437,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
22,64000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.1562,N,4,0.0198,0.1562,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,75000,MORTGAGE,0.0,EDUCATION,B,12000,9.62,0,0.16,N,2,0.0154,0.16,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
23,75000,MORTGAGE,5.0,VENTURE,A,6400,5.42,0,0.0853,N,3,0.0046,0.0853,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,70000,RENT,1.0,EDUCATION,B,10000,11.71,0,0.1429,N,2,0.0167,0.1429,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
21,75000,MORTGAGE,5.0,EDUCATION,A,8550,6.91,0,0.114,N,3,0.0079,0.114,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,70000,RENT,4.0,EDUCATION,B,10000,12.69,0,0.1429,N,4,0.0181,0.1429,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,58650,MORTGAGE,5.0,MEDICAL,A,14000,6.17,1,0.2387,N,4,0.0147,0.2387,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,12.61,0,0.16,N,4,0.0202,0.16,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,75000,OWN,0.0,PERSONAL,A,6675,6.54,0,0.089,N,3,0.0058,0.089,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
22,70000,RENT,5.0,PERSONAL,A,10000,6.03,0,0.1429,N,3,0.0086,0.1429,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,58650,MORTGAGE,0.0,MEDICAL,A,5200,6.54,1,0.0887,N,2,0.0058,0.0887,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
23,64000,RENT,3.0,VENTURE,D,10000,15.31,1,0.1562,Y,3,0.0239,0.1562,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
23,70000,RENT,4.0,EDUCATION,A,10000,7.49,0,0.1429,N,3,0.0107,0.1429,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,75000,MORTGAGE,2.0,VENTURE,A,4000,5.79,0,0.0533,N,3,0.0031,0.0533,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
26,64000,RENT,0.0,VENTURE,E,10000,16.4,1,0.1562,N,3,0.0256,0.1562,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,5.42,0,0.1533,N,2,0.0083,0.1533,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
25,75000,MORTGAGE,4.0,VENTURE,D,20000,14.09,0,0.2667,Y,4,0.0376,0.2667,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
24,70000,RENT,0.0,EDUCATION,A,10000,7.29,0,0.1429,N,4,0.0104,0.1429,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,69000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.3623,N,2,0.0564,0.3623,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
21,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.1333,N,3,0.01,0.1333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,75000,MORTGAGE,5.0,MEDICAL,A,1500,6.54,0,0.02,N,4,0.0013,0.02,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,75000,MORTGAGE,10.0,EDUCATION,A,9600,5.42,0,0.128,N,3,0.0069,0.128,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9600,5.42,0,0.128,N,4,0.0069,0.128,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
25,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12000,13.48,0,0.16,Y,3,0.0216,0.16,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,0
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15350,6.17,0,0.2047,N,4,0.0126,0.2047,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
23,70000,RENT,1.0,MEDICAL,B,10000,9.99,0,0.1429,N,4,0.0143,0.1429,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,75000,OWN,8.0,EDUCATION,A,8000,6.17,0,0.1067,N,2,0.0066,0.1067,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,75000,MORTGAGE,6.0,MEDICAL,B,25000,9.25,0,0.3333,N,2,0.0308,0.3333,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,70000,RENT,8.0,VENTURE,E,10000,16.45,0,0.1429,N,2,0.0235,0.1429,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,1
23,75000,MORTGAGE,7.0,EDUCATION,B,7100,9.25,0,0.0947,N,2,0.0088,0.0947,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,5.79,0,0.24,N,2,0.0139,0.24,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,75000,MORTGAGE,0.0,PERSONAL,D,19800,15.57,0,0.264,Y,2,0.0411,0.264,50-75k,18-25,Unstable(<1y),New(<=2y),1,0,0,0
24,70000,RENT,1.0,EDUCATION,B,10000,9.88,0,0.1429,N,2,0.0141,0.1429,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
25,70000,RENT,0.0,MEDICAL,B,10000,10.95,0,0.1429,N,3,0.0156,0.1429,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,70000,RENT,2.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.1429,N,3,0.0138,0.1429,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,64000,RENT,7.0,EDUCATION,A,10000,7.49,1,0.1562,N,4,0.0117,0.1562,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,70000,RENT,4.0,VENTURE,C,10000,12.41,0,0.1429,Y,2,0.0177,0.1429,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,1
26,70000,RENT,2.0,HOMEIMPROVEMENT,B,10000,9.45,0,0.1429,N,3,0.0135,0.1429,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0,0.1412,Y,2,0.0178,0.1412,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,1
25,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,7.51,0,0.04,N,4,0.003,0.04,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,70872,RENT,7.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.1411,N,2,0.019,0.1411,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
22,71000,RENT,3.0,MEDICAL,A,10000,7.29,0,0.1408,N,2,0.0103,0.1408,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
23,71496,RENT,7.0,EDUCATION,A,10000,7.51,0,0.1399,N,2,0.0105,0.1399,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
22,75000,MORTGAGE,6.0,PERSONAL,A,9000,7.14,0,0.12,N,2,0.0086,0.12,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,11.86,0,0.16,N,3,0.019,0.16,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,65600,RENT,5.0,EDUCATION,D,10000,13.55,1,0.1524,Y,2,0.0207,0.1524,50-75k,26-35,Established(3-7y),New(<=2y),1,0,0,1
23,75000,MORTGAGE,7.0,VENTURE,B,15000,10.38,0,0.2,N,3,0.0208,0.2,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,72000,RENT,5.0,PERSONAL,D,10000,17.27,0,0.1389,N,2,0.024,0.1389,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,1
23,75000,MORTGAGE,5.0,VENTURE,B,5000,11.12,0,0.0667,N,3,0.0074,0.0667,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,58650,MORTGAGE,5.0,MEDICAL,D,9250,15.21,1,0.1577,N,4,0.024,0.1577,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,75000,OWN,10.0,EDUCATION,C,7200,13.48,0,0.096,N,3,0.0129,0.096,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,8.0,PERSONAL,B,1200,11.49,0,0.016,N,2,0.0018,0.016,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,75000,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0,0.2,N,4,0.0272,0.2,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,72000,RENT,7.0,PERSONAL,B,10000,10.59,0,0.1389,N,4,0.0147,0.1389,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,75000,MORTGAGE,7.0,VENTURE,B,17000,11.12,0,0.2267,N,2,0.0252,0.2267,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,75000,MORTGAGE,6.0,EDUCATION,C,16000,13.61,0,0.2133,N,2,0.029,0.2133,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,72000,RENT,2.0,VENTURE,B,10000,10.37,0,0.1389,N,3,0.0144,0.1389,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,72000,RENT,3.0,PERSONAL,A,10000,6.91,0,0.1389,N,2,0.0096,0.1389,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
24,75000,MORTGAGE,8.0,PERSONAL,B,5500,11.86,0,0.0733,N,4,0.0087,0.0733,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,11.49,0,0.16,N,3,0.0184,0.16,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
26,72000,RENT,0.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.1389,N,3,0.008,0.1389,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,8.0,MEDICAL,A,15000,7.51,0,0.2,N,2,0.015,0.2,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
21,75000,MORTGAGE,4.0,MEDICAL,B,25000,10.99,0,0.3333,N,2,0.0366,0.3333,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,72000,RENT,3.0,PERSONAL,E,10000,16.82,0,0.1389,Y,4,0.0234,0.1389,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
23,72000,RENT,4.0,MEDICAL,C,10000,13.85,0,0.1389,Y,3,0.0192,0.1389,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
25,72345,RENT,10.0,EDUCATION,C,10000,12.99,0,0.1382,N,4,0.018,0.1382,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
22,66500,RENT,0.0,VENTURE,D,10000,14.11,1,0.1504,Y,2,0.0212,0.1504,50-75k,18-25,Unstable(<1y),New(<=2y),1,0,0,1
26,72500,RENT,1.0,VENTURE,B,10000,9.96,0,0.1379,N,3,0.0137,0.1379,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
23,72858,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.1373,N,3,0.0158,0.1373,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,73000,RENT,4.0,MEDICAL,B,10000,11.71,0,0.137,N,3,0.016,0.137,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,73000,RENT,3.0,PERSONAL,A,10000,7.29,0,0.137,N,3,0.01,0.137,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
25,73000,RENT,1.0,VENTURE,A,10000,7.88,0,0.137,N,4,0.0108,0.137,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
26,75000,MORTGAGE,11.0,VENTURE,D,6000,14.96,0,0.08,N,3,0.012,0.08,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
23,75000,MORTGAGE,7.0,MEDICAL,B,6000,10.99,0,0.08,N,3,0.0088,0.08,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,75000,MORTGAGE,6.0,VENTURE,B,25000,10.99,0,0.3333,N,2,0.0366,0.3333,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,1,0.2174,N,2,0.0325,0.2174,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
24,73000,RENT,3.0,PERSONAL,B,10000,11.26,0,0.137,N,3,0.0154,0.137,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
21,75000,MORTGAGE,5.0,PERSONAL,C,20000,13.11,0,0.2667,Y,2,0.035,0.2667,50-75k,18-25,Established(3-7y),New(<=2y),1,0,0,0
25,75000,MORTGAGE,9.0,VENTURE,B,20000,10.62,0,0.2667,N,3,0.0283,0.2667,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
26,75000,MORTGAGE,2.0,EDUCATION,A,10000,7.88,0,0.1333,N,3,0.0105,0.1333,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
24,58650,RENT,1.0,MEDICAL,D,10000,18.25,1,0.1705,N,4,0.0311,0.1705,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.1333,N,4,0.0088,0.1333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,75000,MORTGAGE,1.0,MEDICAL,A,8000,7.51,0,0.1067,N,3,0.008,0.1067,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,75000,RENT,8.0,PERSONAL,B,10000,9.91,0,0.1333,N,3,0.0132,0.1333,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,8.0,EDUCATION,A,5000,6.76,0,0.0667,N,4,0.0045,0.0667,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,75000,MORTGAGE,3.0,MEDICAL,C,11000,13.85,0,0.1467,N,2,0.0203,0.1467,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,0
24,75000,OWN,8.0,EDUCATION,B,15000,10.99,0,0.2,N,2,0.022,0.2,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
25,75000,OWN,9.0,EDUCATION,B,5600,10.62,0,0.0747,N,2,0.0079,0.0747,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,75000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.1333,N,4,0.01,0.1333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,75000,OWN,5.0,VENTURE,D,12500,15.33,0,0.1667,Y,3,0.0256,0.1667,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
24,75000,OWN,2.0,PERSONAL,B,8500,11.36,0,0.1133,N,4,0.0129,0.1133,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
26,58650,MORTGAGE,3.0,MEDICAL,C,17500,13.48,1,0.2984,N,4,0.0402,0.2984,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0
23,75000,RENT,0.0,PERSONAL,B,10000,11.49,0,0.1333,N,2,0.0153,0.1333,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
26,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,21000,11.48,0,0.28,N,4,0.0321,0.28,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0
23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,1,0.0853,N,3,0.0073,0.0853,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,75000,RENT,4.0,EDUCATION,A,10000,7.49,0,0.1333,N,4,0.01,0.1333,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
23,75000,MORTGAGE,7.0,EDUCATION,A,8000,7.05,0,0.1067,N,2,0.0075,0.1067,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,75000,RENT,9.0,PERSONAL,A,10000,7.49,0,0.1333,N,3,0.01,0.1333,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
23,75000,OWN,7.0,VENTURE,A,20400,7.74,0,0.272,N,4,0.0211,0.272,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,11.83,0,0.32,N,4,0.0379,0.32,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0,0.072,N,3,0.0064,0.072,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,69000,RENT,0.0,PERSONAL,E,10000,17.14,1,0.1449,N,4,0.0248,0.1449,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8500,13.22,0,0.1133,N,4,0.015,0.1133,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,75000,MORTGAGE,3.0,EDUCATION,A,4900,7.74,0,0.0653,N,4,0.0051,0.0653,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
24,75000,OWN,4.0,MEDICAL,A,9600,8.94,0,0.128,N,3,0.0114,0.128,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
24,75000,OTHER,5.0,HOMEIMPROVEMENT,C,12000,14.26,0,0.16,Y,3,0.0228,0.16,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
23,75000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.1067,N,2,0.0092,0.1067,50-75k,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.1333,N,4,0.0082,0.1333,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
22,75000,RENT,6.0,VENTURE,A,10000,5.79,0,0.1333,N,3,0.0077,0.1333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,69000,RENT,3.0,HOMEIMPROVEMENT,D,10000,14.09,1,0.1449,Y,2,0.0204,0.1449,50-75k,18-25,Early(1-3y),New(<=2y),1,0,0,1
24,75000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.83,0,0.3333,N,2,0.0394,0.3333,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,75000,RENT,0.0,VENTURE,A,10000,6.54,0,0.1333,N,4,0.0087,0.1333,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,75000,OWN,5.0,VENTURE,A,7600,8.59,0,0.1013,N,4,0.0087,0.1013,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,75000,RENT,10.0,EDUCATION,D,10000,15.58,0,0.1333,Y,2,0.0208,0.1333,50-75k,26-35,Stable(7y+),New(<=2y),1,0,0,1
22,75000,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.0667,N,4,0.0052,0.0667,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.1333,N,4,0.0158,0.1333,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
26,75000,RENT,1.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.1333,N,3,0.0149,0.1333,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,1.0,EDUCATION,A,2000,8.94,0,0.0267,N,4,0.0024,0.0267,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,75000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.1333,N,2,0.0128,0.1333,50-75k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.08,N,4,0.0062,0.08,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,58650,MORTGAGE,6.0,MEDICAL,D,25000,14.96,1,0.4263,N,2,0.0638,0.4263,50-75k,18-25,Established(3-7y),New(<=2y),0,1,0,0
24,75000,OWN,8.0,MEDICAL,B,16500,12.18,0,0.22,N,2,0.0268,0.22,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.1333,N,4,0.015,0.1333,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
26,75000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8000,13.92,0,0.1067,N,4,0.0148,0.1067,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0
23,75000,RENT,0.0,PERSONAL,C,10000,13.47,0,0.1333,N,4,0.018,0.1333,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,76000,RENT,3.0,EDUCATION,D,10000,15.37,0,0.1316,N,3,0.0202,0.1316,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,75000,MORTGAGE,1.0,EDUCATION,E,4500,16.82,0,0.06,Y,4,0.0101,0.06,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.1333,N,2,0.0119,0.1333,50-75k,26-35,Stable(7y+),New(<=2y),0,0,0,0
26,76250,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.71,0,0.1311,N,3,0.014,0.1311,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
24,75000,MORTGAGE,5.0,EDUCATION,C,7200,13.48,0,0.096,Y,3,0.0129,0.096,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,0
24,75000,MORTGAGE,6.0,MEDICAL,A,9000,8.59,0,0.12,N,4,0.0103,0.12,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
22,78000,RENT,3.0,VENTURE,B,10000,12.42,0,0.1282,N,2,0.0159,0.1282,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,1
21,78000,RENT,4.0,VENTURE,A,10000,5.99,0,0.1282,N,2,0.0077,0.1282,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,1
