person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier
28,55000,RENT,3.0,MEDICAL,A,11000,7.49,0,0.2,N,5,0.015,0.2,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.36176649936981853,683,Low
31,55000,RENT,6.0,VENTURE,D,11000,15.31,0,0.2,Y,9,0.0306,0.2,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.8097782991077156,414,Very High
29,52000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.62,1,0.2115,Y,10,0.033,0.2115,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.949628093392859,330,Very High
27,60000,RENT,0.0,HOMEIMPROVEMENT,B,11000,10.71,0,0.1833,N,7,0.0196,0.1833,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.5314389017033829,581,Moderate
28,36000,MORTGAGE,4.0,VENTURE,B,2400,10.71,0,0.0667,N,7,0.0071,0.0667,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.07954533353492295,852,Very Low
30,62304,RENT,3.0,EDUCATION,D,11000,15.31,0,0.1766,N,9,0.027,0.1766,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8304754873011774,402,Very High
35,65867,RENT,3.0,PERSONAL,A,11000,9.32,0,0.167,N,10,0.0156,0.167,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.24830165011788471,751,Low
28,68000,RENT,4.0,VENTURE,B,11000,11.49,0,0.1618,N,5,0.0186,0.1618,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.19949888022958226,780,Very Low
29,69000,RENT,5.0,PERSONAL,D,11000,14.61,0,0.1594,Y,5,0.0233,0.1594,50-75k,26-35,Established(3-7y),Building(2-5y),1,0,0,1,0.8198798073981114,408,Very High
28,69996,RENT,1.0,VENTURE,C,11000,13.79,0,0.1572,N,8,0.0217,0.1572,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.2651530466532726,741,Low
33,64000,RENT,14.0,VENTURE,E,11000,15.68,1,0.1719,Y,5,0.027,0.1719,50-75k,26-35,Stable(7y+),Building(2-5y),1,0,0,1,0.8167735555900162,410,Very High
28,75000,RENT,5.0,PERSONAL,A,11000,7.51,0,0.1467,N,9,0.011,0.1467,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.16768693596694126,799,Very Low
29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.3878,N,5,0.0553,0.3878,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.7958585762442378,422,Very High
28,65025,RENT,4.0,MEDICAL,E,11000,16.35,1,0.1692,Y,8,0.0277,0.1692,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.916780227122413,350,Very High
35,82863,RENT,14.0,VENTURE,A,11000,7.49,0,0.1327,N,6,0.0099,0.1327,75-100k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.08249733014174879,851,Very Low
27,83604,RENT,2.0,MEDICAL,B,11000,9.76,0,0.1316,N,7,0.0128,0.1316,75-100k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.23983027502465026,756,Low
27,36120,MORTGAGE,2.0,VENTURE,D,2000,15.58,0,0.0554,Y,5,0.0086,0.0554,25-50k,26-35,Early(1-3y),Building(2-5y),1,0,0,0,0.5617207504194359,563,High
35,90000,RENT,3.0,PERSONAL,B,11000,11.99,0,0.1222,N,10,0.0147,0.1222,75-100k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.22473071314119836,765,Low
34,93000,RENT,11.0,HOMEIMPROVEMENT,C,11000,12.53,0,0.1183,Y,10,0.0148,0.1183,75-100k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.41555888390162965,651,Moderate
31,94527,RENT,7.0,HOMEIMPROVEMENT,A,11000,7.49,0,0.1164,N,9,0.0087,0.1164,75-100k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.2118372786498639,773,Low
35,36153,MORTGAGE,2.0,PERSONAL,D,3000,11.86,0,0.083,N,8,0.0098,0.083,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.6092639481041845,534,High
27,85500,RENT,1.0,EDUCATION,D,11000,15.99,1,0.1287,N,6,0.0206,0.1287,75-100k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7628588093641638,442,Very High
27,104000,RENT,8.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.1058,N,8,0.0116,0.1058,100k+,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.25029173859820925,750,Low
30,138000,RENT,0.0,VENTURE,A,11000,7.49,0,0.0797,N,10,0.006,0.0797,100k+,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.04058920356741806,876,Very Low
31,36400,MORTGAGE,0.0,VENTURE,D,8000,14.46,0,0.2198,N,9,0.0318,0.2198,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.7867211901577805,428,Very High
32,24000,RENT,3.0,DEBTCONSOLIDATION,A,10800,7.75,1,0.45,N,8,0.0349,0.45,<25k,26-35,Early(1-3y),Established(5-10y),0,1,0,1,0.9718595270111068,317,Very High
29,32000,RENT,6.0,DEBTCONSOLIDATION,C,10800,13.57,1,0.3375,N,6,0.0458,0.3375,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8994804530061176,360,Very High
34,29000,RENT,0.0,HOMEIMPROVEMENT,A,10800,9.63,1,0.3724,N,10,0.0359,0.3724,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9268064472629897,344,Very High
28,33288,RENT,2.0,EDUCATION,C,10800,12.09,1,0.3244,N,6,0.0392,0.3244,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.7823418602962429,431,Very High
33,36500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,7.49,0,0.2329,N,6,0.0174,0.2329,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.5095976514159732,594,Moderate
30,40000,RENT,4.0,VENTURE,C,10800,13.57,1,0.27,N,7,0.0366,0.27,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.5789665943365984,553,High
33,36500,MORTGAGE,17.0,HOMEIMPROVEMENT,A,3200,7.37,0,0.0877,N,6,0.0065,0.0877,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.17426474922645807,795,Very Low
29,42000,RENT,6.0,DEBTCONSOLIDATION,D,10800,16.29,1,0.2571,Y,7,0.0419,0.2571,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.9622841876765814,323,Very High
33,30500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,9.33,1,0.3279,N,6,0.0306,0.3279,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.8129560684737225,412,Very High
34,48000,RENT,4.0,DEBTCONSOLIDATION,B,10800,10.99,0,0.225,N,7,0.0247,0.225,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6088784863669326,535,High
29,36538,MORTGAGE,2.0,PERSONAL,A,2500,6.62,0,0.0684,N,7,0.0045,0.0684,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.06673665785278697,860,Very Low
27,36600,MORTGAGE,6.0,VENTURE,A,5000,5.42,0,0.1366,N,5,0.0074,0.1366,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.06818577168169287,859,Very Low
28,50000,RENT,0.0,PERSONAL,C,10800,13.49,0,0.216,Y,5,0.0291,0.216,25-50k,26-35,Unstable(<1y),Building(2-5y),1,0,0,1,0.5580385230674699,565,High
29,52000,RENT,3.0,DEBTCONSOLIDATION,C,10800,14.27,0,0.2077,N,5,0.0296,0.2077,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.6685867283029134,499,High
28,52300,RENT,1.0,MEDICAL,A,10800,7.88,0,0.2065,N,8,0.0163,0.2065,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.3983359125361164,661,Moderate
27,48000,RENT,3.0,DEBTCONSOLIDATION,D,10800,15.99,1,0.225,N,8,0.036,0.225,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.947725714985204,331,Very High
35,55596,RENT,2.0,EDUCATION,B,10800,9.91,0,0.1943,N,8,0.0193,0.1943,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.31589879389792097,710,Low
27,36789,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.57,0,0.1495,Y,8,0.0203,0.1495,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,0,0.4649202621001532,621,Moderate
27,69996,RENT,3.0,EDUCATION,D,10800,14.91,0,0.1543,Y,10,0.023,0.1543,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.7850470373310019,429,Very High
31,36900,MORTGAGE,15.0,HOMEIMPROVEMENT,B,1600,9.62,0,0.0434,N,8,0.0042,0.0434,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.17742430577718254,794,Very Low
28,36960,OWN,6.0,HOMEIMPROVEMENT,C,15000,13.61,0,0.4058,Y,10,0.0552,0.4058,25-50k,26-35,Established(3-7y),Established(5-10y),1,1,0,0,0.6388379357558979,517,High
27,82600,RENT,4.0,MEDICAL,B,10800,9.76,0,0.1308,N,8,0.0128,0.1308,75-100k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.24164775273974187,755,Low
28,135000,RENT,8.0,MEDICAL,B,10800,10.99,0,0.08,N,7,0.0088,0.08,100k+,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.1689510020627568,799,Very Low
27,36996,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8800,11.48,0,0.2379,N,6,0.0273,0.2379,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.5659760914017045,560,High
27,24960,RENT,3.0,DEBTCONSOLIDATION,B,10750,10.25,1,0.4307,N,10,0.0441,0.4307,<25k,26-35,Early(1-3y),Established(5-10y),0,1,0,1,0.9663014129290048,320,Very High
31,24996,RENT,0.0,EDUCATION,C,10750,12.53,1,0.4301,N,8,0.0539,0.4301,<25k,26-35,Unstable(<1y),Established(5-10y),0,1,0,1,0.9411324593478468,335,Very High
29,28800,RENT,4.0,DEBTCONSOLIDATION,A,10750,7.51,1,0.3733,N,10,0.028,0.3733,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.9056051735658076,357,Very High
35,37000,OWN,1.0,EDUCATION,A,4650,6.62,0,0.1257,N,8,0.0083,0.1257,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.01829575415813409,889,Very Low
33,55000,RENT,1.0,EDUCATION,C,10725,13.16,0,0.195,N,6,0.0257,0.195,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.43579849870497855,639,Moderate
34,37000,OWN,17.0,EDUCATION,A,5000,7.9,0,0.1351,N,10,0.0107,0.1351,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.024681587088213372,885,Very Low
32,31000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,3000,7.51,1,0.0968,N,7,0.0073,0.0968,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.1609907423341483,803,Very Low
27,37000,OWN,3.0,MEDICAL,B,5000,9.91,0,0.1351,N,6,0.0134,0.1351,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.05615519218122814,866,Very Low
28,37000,MORTGAGE,6.0,MEDICAL,A,18250,7.49,0,0.4932,N,10,0.0369,0.4932,25-50k,26-35,Established(3-7y),Established(5-10y),0,1,0,0,0.9275041271980969,343,Very High
30,26500,RENT,14.0,DEBTCONSOLIDATION,C,10625,14.27,1,0.4009,N,9,0.0572,0.4009,25-50k,26-35,Stable(7y+),Established(5-10y),0,1,0,1,0.9585149379427762,325,Very High
27,37000,OWN,5.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.2162,N,10,0.0238,0.2162,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.18984558900192136,786,Very Low
27,27900,RENT,3.0,MEDICAL,A,10625,7.9,1,0.3808,N,5,0.0301,0.3808,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.8996157650218906,360,Very High
32,37000,MORTGAGE,3.0,PERSONAL,B,3000,11.49,0,0.0811,N,7,0.0093,0.0811,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.16681936154759255,800,Very Low
28,37000,MORTGAGE,4.0,EDUCATION,A,10000,7.49,0,0.2703,N,6,0.0202,0.2703,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.3743199186352584,675,Moderate
34,37000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,4400,10.99,0,0.1189,N,5,0.0131,0.1189,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.29200986414386854,725,Low
35,31000,MORTGAGE,2.0,PERSONAL,B,8875,11.99,1,0.2863,N,7,0.0343,0.2863,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.6083296349010074,535,High
27,33000,RENT,4.0,MEDICAL,A,10625,6.62,1,0.322,N,5,0.0213,0.322,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.7798021108151547,432,Very High
28,37000,MORTGAGE,12.0,PERSONAL,B,1000,10.99,0,0.027,N,6,0.003,0.027,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.10279536062543022,838,Very Low
31,34000,RENT,15.0,PERSONAL,C,10625,14.79,1,0.3125,Y,6,0.0462,0.3125,25-50k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.8166762259332833,410,Very High
29,35000,RENT,1.0,DEBTCONSOLIDATION,A,10625,7.9,0,0.3036,N,8,0.024,0.3036,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7758553657045775,434,Very High
33,31000,MORTGAGE,2.0,PERSONAL,B,13000,10.74,1,0.4194,N,6,0.045,0.4194,25-50k,26-35,Early(1-3y),Established(5-10y),0,1,0,0,0.8635326403602017,382,Very High
35,39000,RENT,5.0,PERSONAL,B,10625,10.99,0,0.2724,N,9,0.0299,0.2724,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.652551957054738,508,High
29,37000,OWN,2.0,EDUCATION,A,2800,7.66,0,0.0757,N,5,0.0058,0.0757,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.012602219509182513,892,Very Low
34,35000,RENT,3.0,MEDICAL,C,10600,15.96,0,0.3029,N,10,0.0483,0.3029,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.847124657274618,392,Very High
33,65600,RENT,4.0,PERSONAL,C,10600,12.99,0,0.1616,N,7,0.021,0.1616,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.39315859297070765,664,Moderate
33,35000,RENT,12.0,MEDICAL,A,10550,7.49,0,0.3014,N,10,0.0226,0.3014,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.7308734320476271,461,Very High
29,49668,RENT,4.0,DEBTCONSOLIDATION,A,10525,7.9,0,0.2119,N,6,0.0167,0.2119,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.47651138010460614,614,Moderate
29,37000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,10.36,0,0.1297,N,7,0.0134,0.1297,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.357131850466669,686,Low
33,37000,MORTGAGE,2.0,PERSONAL,B,13000,10.36,0,0.3514,N,7,0.0364,0.3514,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.6832563720910165,490,High
35,31000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,5000,14.46,1,0.1613,Y,5,0.0233,0.1613,25-50k,26-35,Early(1-3y),Building(2-5y),1,0,0,0,0.8787721953218484,373,Very High
32,37000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,12000,11.86,0,0.3243,N,9,0.0385,0.3243,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.7900013310943625,426,Very High
30,31000,MORTGAGE,3.0,EDUCATION,A,13000,7.88,1,0.4194,N,8,0.033,0.4194,25-50k,26-35,Early(1-3y),Established(5-10y),0,1,0,0,0.822552540779017,406,Very High
34,38000,RENT,3.0,MEDICAL,C,10500,13.49,0,0.2763,N,5,0.0373,0.2763,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.7793661546461925,432,Very High
33,38400,RENT,6.0,MEDICAL,B,10500,11.99,0,0.2734,N,8,0.0328,0.2734,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.7286113955584019,463,Very High
28,40000,RENT,6.0,EDUCATION,C,10500,14.27,0,0.2625,N,10,0.0375,0.2625,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6658752353782411,500,High
31,50000,RENT,3.0,PERSONAL,A,10500,6.17,0,0.21,N,8,0.013,0.21,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.31816076140825206,709,Low
30,44000,RENT,0.0,PERSONAL,D,10500,15.58,1,0.2386,Y,10,0.0372,0.2386,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.9271264414792415,344,Very High
33,53796,RENT,1.0,DEBTCONSOLIDATION,B,10500,11.14,0,0.1952,N,6,0.0217,0.1952,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.5244620333877169,585,Moderate
31,37000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,22000,12.73,0,0.5946,Y,7,0.0757,0.5946,25-50k,26-35,Stable(7y+),Established(5-10y),1,1,0,0,0.9737020792150192,316,Very High
28,60000,RENT,10.0,HOMEIMPROVEMENT,C,10500,15.27,0,0.175,Y,6,0.0267,0.175,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.6757181616318086,495,High
34,62100,RENT,1.0,EDUCATION,B,10500,11.26,0,0.1691,N,5,0.019,0.1691,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.2858541384189139,728,Low
31,66000,RENT,11.0,HOMEIMPROVEMENT,B,10500,12.69,0,0.1591,N,10,0.0202,0.1591,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.5286241899799956,583,Moderate
28,75000,RENT,0.0,MEDICAL,B,10500,9.63,0,0.14,N,10,0.0135,0.14,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.2663271338409245,740,Low
27,75600,RENT,11.0,HOMEIMPROVEMENT,B,10500,12.69,0,0.1389,N,5,0.0176,0.1389,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,1,0.4704085580558564,618,Moderate
31,351699,RENT,7.0,VENTURE,D,10500,15.7,0,0.0299,N,6,0.0047,0.0299,100k+,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.5010518360965229,599,Moderate
34,55500,RENT,2.0,PERSONAL,A,10450,7.51,0,0.1883,N,10,0.0141,0.1883,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.27914153456653634,733,Low
29,20688,RENT,4.0,PERSONAL,A,10400,8.49,1,0.5027,N,9,0.0427,0.5027,<25k,26-35,Established(3-7y),Established(5-10y),0,1,0,1,0.9800486448286017,312,Very High
27,30456,RENT,0.0,VENTURE,A,10400,6.91,1,0.3415,N,6,0.0236,0.3415,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.6770037778650492,494,High
29,31400,RENT,3.0,MEDICAL,B,10400,10.71,1,0.3312,N,7,0.0355,0.3312,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8444225772909711,393,Very High
32,32004,RENT,10.0,DEBTCONSOLIDATION,C,10400,15.27,1,0.325,N,9,0.0496,0.325,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.8966874823457381,362,Very High
28,39000,RENT,2.0,EDUCATION,B,10400,10.37,0,0.2667,N,10,0.0277,0.2667,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.578555409655533,553,High
30,31000,MORTGAGE,3.0,VENTURE,D,12000,14.42,1,0.3871,N,5,0.0558,0.3871,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.9433048778364371,334,Very High
27,45000,RENT,12.0,DEBTCONSOLIDATION,C,10400,14.65,0,0.2311,N,9,0.0339,0.2311,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.743845294726115,454,Very High
30,37017,MORTGAGE,3.0,PERSONAL,A,9000,6.54,0,0.2431,N,7,0.0159,0.2431,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.3378374064866312,697,Low
27,51600,RENT,1.0,PERSONAL,F,10400,18.25,1,0.2016,Y,6,0.0368,0.2016,50-75k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.9550941660741121,327,Very High
27,62000,RENT,9.0,EDUCATION,C,10400,13.49,0,0.1677,Y,10,0.0226,0.1677,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.3755941204910373,675,Moderate
29,31100,MORTGAGE,9.0,DEBTCONSOLIDATION,E,3000,16.82,1,0.0965,Y,5,0.0162,0.0965,25-50k,26-35,Stable(7y+),Building(2-5y),1,0,0,0,0.8957137959813853,363,Very High
28,65000,RENT,9.0,PERSONAL,A,10400,5.42,0,0.16,N,8,0.0087,0.16,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.16794129583432668,799,Very Low
27,80400,RENT,11.0,EDUCATION,B,10400,11.86,0,0.1294,N,6,0.0153,0.1294,75-100k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.21489655999173468,771,Low
27,35000,RENT,5.0,MEDICAL,C,10375,14.27,0,0.2964,N,5,0.0423,0.2964,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.8299552671834852,402,Very High
29,32400,RENT,5.0,VENTURE,A,10275,6.62,1,0.3171,N,8,0.021,0.3171,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.5911509420636197,545,High
30,37200,MORTGAGE,0.0,MEDICAL,C,6600,13.49,0,0.1774,N,9,0.0239,0.1774,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.47076499212932177,618,Moderate
33,37200,MORTGAGE,3.0,EDUCATION,A,3000,6.92,0,0.0806,N,5,0.0056,0.0806,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.06337684492187941,862,Very Low
29,75000,RENT,1.0,VENTURE,C,10250,12.23,0,0.1367,Y,10,0.0167,0.1367,50-75k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.19538248559387278,783,Very Low
28,50000,RENT,4.0,EDUCATION,C,10225,13.48,0,0.2045,Y,7,0.0276,0.2045,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.4834934849914313,610,Moderate
29,30000,RENT,4.0,VENTURE,E,10200,17.99,1,0.34,Y,10,0.0612,0.34,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.9707953239263282,318,Very High
28,45000,RENT,6.0,MEDICAL,D,3600,16.29,0,0.08,N,7,0.013,0.08,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8785492293610914,373,Very High
27,45000,RENT,6.0,VENTURE,B,3600,12.42,0,0.08,N,8,0.0099,0.08,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.18488360225305162,789,Very Low
28,37290,MORTGAGE,7.0,PERSONAL,A,5500,5.42,0,0.1475,N,5,0.008,0.1475,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.13019861734835977,822,Very Low
33,48000,RENT,4.0,DEBTCONSOLIDATION,B,3600,11.99,0,0.075,N,10,0.009,0.075,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.35928159538867854,684,Low
32,48000,RENT,15.0,DEBTCONSOLIDATION,A,3600,6.92,0,0.075,N,5,0.0052,0.075,25-50k,26-35,Stable(7y+),Building(2-5y),0,0,0,1,0.1819395160496941,791,Very Low
35,37400,MORTGAGE,3.0,VENTURE,D,10750,15.95,0,0.2874,N,5,0.0458,0.2874,25-50k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.8669825151463705,380,Very High
29,50000,RENT,9.0,MEDICAL,C,3600,15.27,0,0.072,Y,10,0.011,0.072,25-50k,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.466666478764306,620,Moderate
34,50000,RENT,0.0,PERSONAL,B,3600,11.99,0,0.072,N,7,0.0086,0.072,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.25330813386893614,748,Low
33,50000,RENT,5.0,EDUCATION,C,3600,13.8,0,0.072,N,5,0.0099,0.072,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.29922351452475393,720,Low
29,52000,RENT,4.0,PERSONAL,B,3600,11.71,0,0.0692,N,8,0.0081,0.0692,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.2413109688641093,755,Low
33,53000,RENT,4.0,DEBTCONSOLIDATION,B,3600,9.25,0,0.0679,N,5,0.0063,0.0679,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.243859508238361,754,Low
29,54996,RENT,8.0,DEBTCONSOLIDATION,A,3600,9.63,0,0.0655,N,5,0.0063,0.0655,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,1,0.23490436360004469,759,Low
33,55000,RENT,5.0,PERSONAL,A,3600,6.99,0,0.0655,N,6,0.0046,0.0655,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.10841438710208544,835,Very Low
34,37500,MORTGAGE,14.0,MEDICAL,B,12000,10.99,0,0.32,N,7,0.0352,0.32,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.6798164355627271,492,High
31,55000,RENT,2.0,EDUCATION,A,3600,7.51,0,0.0655,N,7,0.0049,0.0655,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.09603528591158761,842,Very Low
28,49000,RENT,2.0,VENTURE,C,3600,13.98,1,0.0735,Y,9,0.0103,0.0735,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.23198918644845826,761,Low
28,60000,RENT,3.0,EDUCATION,B,3600,9.63,0,0.06,N,5,0.0058,0.06,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.13637954116136644,818,Very Low
30,60000,RENT,1.0,DEBTCONSOLIDATION,A,3600,8.59,0,0.06,N,9,0.0052,0.06,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.1902157022466819,786,Very Low
28,60000,RENT,1.0,DEBTCONSOLIDATION,B,3600,12.21,0,0.06,N,10,0.0073,0.06,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.3291820808116257,702,Low
33,37500,MORTGAGE,3.0,EDUCATION,D,6500,15.33,0,0.1733,Y,7,0.0266,0.1733,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,0,0.7986730707666526,421,Very High
30,69000,RENT,4.0,MEDICAL,C,3600,13.99,0,0.0522,N,10,0.0073,0.0522,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.3666214420573353,680,Low
27,64000,RENT,3.0,PERSONAL,A,3600,7.49,1,0.0562,N,5,0.0042,0.0562,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.10532842178724801,837,Very Low
